registry_id,legal_underwriter,insurer_group,brand_or_program,distribution_type,product_scope,distinct_rate_source_id,signals_agreeing,dedup_hypothesis_with,quote_url,public_phone_route,licensed_intermediary,requirements,automation_notes,status,reason_code,source_url,last_verified_at,evidence_artifact,rate_filing_delta,underwriter_disclosed,quote_id_grammar,form_set_hash,premium_at_benchmark,regulatory_amalgamation,appendix_group,appendix_legal_name,requires_current_validation,is_synthetic
reg_0021,Aviva Insurance Company of Canada,Aviva Canada,Pilot Insurance,broker,standard_PPA,rs_0010,2,,,,,,"Pilot, Elite and Traders General amalgamated into Aviva Insurance Company of Canada, effective 2026-01-01. Source: https://www.avivacanada.com/ | UNVERIFIED GUIDANCE from the Appendix A discovery seed (2026-08-06): Direct, RBC, broker and program routes; deduplicate and validate legacy entities",reconnaissance_pending,,https://www.avivacanada.com/,2026-08-12T00:00:00+00:00,,,Aviva Insurance Company of Canada,,,,aviva_canada_2026_01_01,Aviva,Aviva Insurance Company of Canada,False,False
reg_0022,Aviva Insurance Company of Canada,Aviva Canada,Elite Insurance,broker,standard_PPA,rs_0010,2,,,,,,"Pilot, Elite and Traders General amalgamated into Aviva Insurance Company of Canada, effective 2026-01-01. Source: https://www.avivacanada.com/ | UNVERIFIED GUIDANCE from the Appendix A discovery seed (2026-08-06): Direct, RBC, broker and program routes; deduplicate and validate legacy entities",reconnaissance_pending,,https://www.avivacanada.com/,2026-08-12T00:00:00+00:00,,,Aviva Insurance Company of Canada,,,,aviva_canada_2026_01_01,Aviva,Aviva Insurance Company of Canada,False,False
reg_0023,Aviva Insurance Company of Canada,Aviva Canada,Traders General Insurance,broker,standard_PPA,rs_0010,2,,,,,,"Pilot, Elite and Traders General amalgamated into Aviva Insurance Company of Canada, effective 2026-01-01. Source: https://www.avivacanada.com/ | UNVERIFIED GUIDANCE from the Appendix A discovery seed (2026-08-06): Direct, RBC, broker and program routes; deduplicate and validate legacy entities",reconnaissance_pending,,https://www.avivacanada.com/,2026-08-12T00:00:00+00:00,,,Aviva Insurance Company of Canada,,,,aviva_canada_2026_01_01,Aviva,Aviva Insurance Company of Canada,False,False
reg_0030,Economical Mutual Insurance Company,Definity Financial,Economical Insurance,broker,standard_PPA,rs_0011,0,,,,,,UNVERIFIED GUIDANCE from the Appendix A discovery seed (2026-08-06): Broker route; map current legal entity/program,reconnaissance_pending,,https://www.definityfinancial.com/,2026-08-12T00:00:00+00:00,,,Economical Mutual Insurance Company,,,,,Economical,Economical Mutual Insurance Company,False,False
reg_0031,"unknown — acquisition completed 2026-01-02, entity structure not yet verified",Definity Financial,Travelers Canada (personal lines),broker,standard_PPA,rs_0012,0,,,,,,Definity completed the acquisition of Travelers Canada personal lines on 2026-01-02. Whether these rates are filed under an existing Definity entity is unverified — recorded as unknown rather than assumed.,reconnaissance_pending,,https://www.definityfinancial.com/,2026-08-12T00:00:00+00:00,,,,,,,,,,False,False
reg_0040,Allstate Insurance Company of Canada,Allstate Canada,Allstate,agent,standard_PPA,rs_0013,0,,,,,,UNVERIFIED GUIDANCE from the Appendix A discovery seed (2026-08-06): Allstate direct/agent; Pafco and Pembridge broker; validate Esurance,reconnaissance_pending,,https://www.fsrao.ca/industry/auto-insurance,2026-08-12T00:00:00+00:00,,,Allstate Insurance Company of Canada,,,,,Allstate,Allstate Insurance Company of Canada,False,False
reg_0041,Pembridge Insurance Company,Allstate Canada,Pembridge,broker,standard_PPA,rs_0014,0,,,,,,UNVERIFIED GUIDANCE from the Appendix A discovery seed (2026-08-06): Allstate direct/agent; Pafco and Pembridge broker; validate Esurance,reconnaissance_pending,,https://www.fsrao.ca/industry/auto-insurance,2026-08-12T00:00:00+00:00,,,Pembridge Insurance Company,,,,,Allstate,Pembridge Insurance Company,False,False
reg_0050,The Co-operators General Insurance Company,Co-operators,Co-operators,agent,standard_PPA,rs_0015,0,,,,,,UNVERIFIED GUIDANCE from the Appendix A discovery seed (2026-08-06): Co-operators web/agent; affinity and specialty entities need validation,reconnaissance_pending,,https://www.fsrao.ca/industry/auto-insurance,2026-08-12T00:00:00+00:00,,,The Co-operators General Insurance Company,,,,,Co-op,Co-operators General Insurance Company,False,False
reg_0060,The Personal Insurance Company,Desjardins Group,The Personal,affinity,standard_PPA,rs_0016,0,,,,,,UNVERIFIED GUIDANCE from the Appendix A discovery seed (2026-08-06): Desjardins web/agent; The Personal affinity,reconnaissance_pending,,https://www.fsrao.ca/industry/auto-insurance,2026-08-12T00:00:00+00:00,,,The Personal Insurance Company,,,,,Desjardins,The Personal Insurance Company,False,False
reg_0070,Wawanesa Mutual Insurance Company,Wawanesa,Wawanesa Insurance,broker,standard_PPA,rs_0017,0,,,,,,UNVERIFIED GUIDANCE from the Appendix A discovery seed (2026-08-06): Broker route,reconnaissance_pending,,https://www.fsrao.ca/industry/auto-insurance,2026-08-12T00:00:00+00:00,,,Wawanesa Mutual Insurance Company,,,,,Wawanesa,The Wawanesa Mutual Insurance Company,False,False
reg_0080,Gore Mutual Insurance Company,Gore Mutual,Gore Mutual,broker,standard_PPA,rs_0018,0,,,,,,UNVERIFIED GUIDANCE from the Appendix A discovery seed (2026-08-06): Broker route,reconnaissance_pending,,https://www.fsrao.ca/industry/auto-insurance,2026-08-12T00:00:00+00:00,,,Gore Mutual Insurance Company,,,,,Gore,Gore Mutual Insurance Company,False,False
reg_0090,Northbridge General Insurance Corporation,Fairfax Financial,Northbridge,broker,standard_PPA,rs_0019,0,,,,,,UNVERIFIED GUIDANCE from the Appendix A discovery seed (2026-08-06): Northbridge and Zenith broker; validate Federated/Verassure scope,reconnaissance_pending,,https://www.fsrao.ca/industry/auto-insurance,2026-08-12T00:00:00+00:00,,,Northbridge General Insurance Corporation,,,,,Northbridge,Northbridge General Insurance Corporation,False,False
reg_0100,n/a — comparison platform,RATESDOTCA Group Ltd.,Rates.ca,aggregator,standard_PPA,rs_0020,0,,https://rates.ca/insurance-quotes/auto/ontario,,,,"Comparison platform. Output bounded by its live panel and by applicant eligibility (§6.2). Run neutrally, like every other route.",reconnaissance_pending,,https://rates.ca/insurance-quotes/auto/ontario,2026-08-12T00:00:00+00:00,,,,,,,,,,False,False
reg_0101,n/a — comparison platform,LowestRates.ca,LowestRates.ca,aggregator,standard_PPA,rs_0021,0,,https://www.lowestrates.ca/insurance/auto,,,,Comparison platform. Same neutral treatment (§6.2).,reconnaissance_pending,,https://www.lowestrates.ca/insurance/auto,2026-08-12T00:00:00+00:00,,,,,,,,,,False,False
reg_0102,n/a — comparison platform,MyChoice Financial Inc.,MyChoice,aggregator,standard_PPA,rs_0022,0,,https://www.mychoice.ca/insurance/car/,,,,Comparison platform. Included because omitting a major route would be a more serious error than including one that declines (§6.2).,reconnaissance_pending,,https://www.mychoice.ca/insurance/car/,2026-08-12T00:00:00+00:00,,,,,,,,,,False,False
reg_201,AIG Insurance Company of Canada,AIG,AIG Insurance Company of Canada,unknown,unknown,rs_0023,0,,,,,,UNVERIFIED GUIDANCE from the Appendix A discovery seed (2026-08-06): Specialty/commercial broker; validate PPA relevance,unresolved,,"Ontario regulator public rate-approval dataset, 2026-08-06 (discovery seed; display names, not verified legal names)",,,,,,,,,AIG,AIG Insurance Company of Canada,True,False
reg_202,Esurance Insurance Company of Canada,Allstate,Esurance Insurance Company of Canada,unknown,unknown,rs_0024,0,,,,,,UNVERIFIED GUIDANCE from the Appendix A discovery seed (2026-08-06): Allstate direct/agent; Pafco and Pembridge broker; validate Esurance,unresolved,,"Ontario regulator public rate-approval dataset, 2026-08-06 (discovery seed; display names, not verified legal names)",,,,,,,,,Allstate,Esurance Insurance Company of Canada,True,False
reg_203,Pafco Insurance Company,Allstate,Pafco Insurance Company,unknown,unknown,rs_0025,0,,,,,,UNVERIFIED GUIDANCE from the Appendix A discovery seed (2026-08-06): Allstate direct/agent; Pafco and Pembridge broker; validate Esurance,unresolved,,"Ontario regulator public rate-approval dataset, 2026-08-06 (discovery seed; display names, not verified legal names)",,,,,,,,,Allstate,Pafco Insurance Company,True,False
reg_204,Aviva General Insurance Company,Aviva,Aviva General Insurance Company,unknown,unknown,rs_0026,0,,,,,,"UNVERIFIED GUIDANCE from the Appendix A discovery seed (2026-08-06): Direct, RBC, broker and program routes; deduplicate and validate legacy entities",unresolved,,"Ontario regulator public rate-approval dataset, 2026-08-06 (discovery seed; display names, not verified legal names)",,,,,,,,,Aviva,Aviva General Insurance Company,True,False
reg_205,S&Y Insurance Company,Aviva,S&Y Insurance Company,unknown,unknown,rs_0027,0,,,,,,"UNVERIFIED GUIDANCE from the Appendix A discovery seed (2026-08-06): Direct, RBC, broker and program routes; deduplicate and validate legacy entities",unresolved,,"Ontario regulator public rate-approval dataset, 2026-08-06 (discovery seed; display names, not verified legal names)",,,,,,,,,Aviva,S&Y Insurance Company,True,False
reg_206,Scottish & York Insurance Co. Limited,Aviva,Scottish & York Insurance Co. Limited,unknown,unknown,rs_0028,0,,,,,,"UNVERIFIED GUIDANCE from the Appendix A discovery seed (2026-08-06): Direct, RBC, broker and program routes; deduplicate and validate legacy entities",unresolved,,"Ontario regulator public rate-approval dataset, 2026-08-06 (discovery seed; display names, not verified legal names)",,,,,,,,,Aviva,Scottish & York Insurance Co. Limited,True,False
reg_207,Traders General Insurance Company,Aviva,Traders General Insurance Company,unknown,unknown,rs_0029,0,,,,,,"UNVERIFIED GUIDANCE from the Appendix A discovery seed (2026-08-06): Direct, RBC, broker and program routes; deduplicate and validate legacy entities",unresolved,,"Ontario regulator public rate-approval dataset, 2026-08-06 (discovery seed; display names, not verified legal names)",,,,,,,,,Aviva,Traders General Insurance Company,True,False
reg_208,Unica Insurance Inc.,Beneva,Unica Insurance Inc.,unknown,unknown,rs_0030,0,,,,,,UNVERIFIED GUIDANCE from the Appendix A discovery seed (2026-08-06): Broker route,unresolved,,"Ontario regulator public rate-approval dataset, 2026-08-06 (discovery seed; display names, not verified legal names)",,,,,,,,,Beneva,Unica Insurance Inc.,True,False
reg_209,Echelon Insurance,CAA,Echelon Insurance,unknown,unknown,rs_0031,0,,,,,,UNVERIFIED GUIDANCE from the Appendix A discovery seed (2026-08-06): CAA direct/broker; Echelon broker and non-standard,unresolved,,"Ontario regulator public rate-approval dataset, 2026-08-06 (discovery seed; display names, not verified legal names)",,,,,,,,,CAA,Echelon Insurance,True,False
reg_210,Chubb Insurance Company of Canada,Chubb,Chubb Insurance Company of Canada,unknown,unknown,rs_0032,0,,,,,,UNVERIFIED GUIDANCE from the Appendix A discovery seed (2026-08-06): High-net-worth or specialty broker,unresolved,,"Ontario regulator public rate-approval dataset, 2026-08-06 (discovery seed; display names, not verified legal names)",,,,,,,,,Chubb,Chubb Insurance Company of Canada,True,False
reg_211,COSECO Insurance Company,Co-op,COSECO Insurance Company,unknown,unknown,rs_0033,0,,,,,,UNVERIFIED GUIDANCE from the Appendix A discovery seed (2026-08-06): Co-operators web/agent; affinity and specialty entities need validation,unresolved,,"Ontario regulator public rate-approval dataset, 2026-08-06 (discovery seed; display names, not verified legal names)",,,,,,,,,Co-op,COSECO Insurance Company,True,False
reg_212,CUMIS General Insurance Company,Co-op,CUMIS General Insurance Company,unknown,unknown,rs_0034,0,,,,,,UNVERIFIED GUIDANCE from the Appendix A discovery seed (2026-08-06): Co-operators web/agent; affinity and specialty entities need validation,unresolved,,"Ontario regulator public rate-approval dataset, 2026-08-06 (discovery seed; display names, not verified legal names)",,,,,,,,,Co-op,CUMIS General Insurance Company,True,False
reg_213,The Sovereign General Insurance Company,Co-op,The Sovereign General Insurance Company,unknown,unknown,rs_0035,0,,,,,,UNVERIFIED GUIDANCE from the Appendix A discovery seed (2026-08-06): Co-operators web/agent; affinity and specialty entities need validation,unresolved,,"Ontario regulator public rate-approval dataset, 2026-08-06 (discovery seed; display names, not verified legal names)",,,,,,,,,Co-op,The Sovereign General Insurance Company,True,False
reg_214,The Commonwell Mutual Insurance Group,Commonwell,The Commonwell Mutual Insurance Group,unknown,unknown,rs_0036,0,,,,,,UNVERIFIED GUIDANCE from the Appendix A discovery seed (2026-08-06): Mutual and broker/agent route,unresolved,,"Ontario regulator public rate-approval dataset, 2026-08-06 (discovery seed; display names, not verified legal names)",,,,,,,,,Commonwell,The Commonwell Mutual Insurance Group,True,False
reg_215,Continental Casualty Company,Continental,Continental Casualty Company,unknown,unknown,rs_0037,0,,,,,,UNVERIFIED GUIDANCE from the Appendix A discovery seed (2026-08-06): Specialty/commercial broker; validate PPA relevance,unresolved,,"Ontario regulator public rate-approval dataset, 2026-08-06 (discovery seed; display names, not verified legal names)",,,,,,,,,Continental,Continental Casualty Company,True,False
reg_216,Definity Insurance Company,Definity,Definity Insurance Company,unknown,unknown,rs_0038,0,,,,,,UNVERIFIED GUIDANCE from the Appendix A discovery seed (2026-08-06): Definity/Economical broker; Sonnet direct,unresolved,,"Ontario regulator public rate-approval dataset, 2026-08-06 (discovery seed; display names, not verified legal names)",,,,,,,,,Definity,Definity Insurance Company,True,False
reg_217,Certas Direct Insurance Company,Desjardins,Certas Direct Insurance Company,unknown,unknown,rs_0039,0,,,,,,UNVERIFIED GUIDANCE from the Appendix A discovery seed (2026-08-06): Desjardins web/agent; The Personal affinity,unresolved,,"Ontario regulator public rate-approval dataset, 2026-08-06 (discovery seed; display names, not verified legal names)",,,,,,,,,Desjardins,Certas Direct Insurance Company,True,False
reg_218,Facility Association,FA,Facility Association,unknown,unknown,rs_0040,0,,,,,,UNVERIFIED GUIDANCE from the Appendix A discovery seed (2026-08-06): Residual-market route through licensed intermediary,unresolved,,"Ontario regulator public rate-approval dataset, 2026-08-06 (discovery seed; display names, not verified legal names)",,,,,,,,,FA,Facility Association,True,False
reg_219,Farm Mutual Reinsurance Plan Inc. (on behalf of Ontario Mutuals),FMRe,Farm Mutual Reinsurance Plan Inc. (on behalf of Ontario Mutuals),unknown,unknown,rs_0041,0,,,,,,UNVERIFIED GUIDANCE from the Appendix A discovery seed (2026-08-06): Ontario Mutuals locator and specific mutual validation,unresolved,,"Ontario regulator public rate-approval dataset, 2026-08-06 (discovery seed; display names, not verified legal names)",,,,,,,,,FMRe,Farm Mutual Reinsurance Plan Inc. (on behalf of Ontario Mutuals),True,False
reg_220,Hartford Fire Insurance Company,Hartford,Hartford Fire Insurance Company,unknown,unknown,rs_0042,0,,,,,,UNVERIFIED GUIDANCE from the Appendix A discovery seed (2026-08-06): Specialty/commercial broker; validate PPA relevance,unresolved,,"Ontario regulator public rate-approval dataset, 2026-08-06 (discovery seed; display names, not verified legal names)",,,,,,,,,Hartford,Hartford Fire Insurance Company,True,False
reg_221,Heartland Farm Mutual Inc.,Heartland,Heartland Farm Mutual Inc.,unknown,unknown,rs_0043,0,,,,,,UNVERIFIED GUIDANCE from the Appendix A discovery seed (2026-08-06): Mutual/local agent or broker,unresolved,,"Ontario regulator public rate-approval dataset, 2026-08-06 (discovery seed; display names, not verified legal names)",,,,,,,,,Heartland,Heartland Farm Mutual Inc.,True,False
reg_222,The Guarantee Company of North America,Intact,The Guarantee Company of North America,unknown,unknown,rs_0044,0,,,,,,UNVERIFIED GUIDANCE from the Appendix A discovery seed (2026-08-06): belairdirect direct; Intact and Jevco broker; validate legacy/affinity entities,unresolved,,"Ontario regulator public rate-approval dataset, 2026-08-06 (discovery seed; display names, not verified legal names)",,,,,,,,,Intact,The Guarantee Company of North America,True,False
reg_223,Novex Insurance Company,Intact,Novex Insurance Company,unknown,unknown,rs_0045,0,,,,,,UNVERIFIED GUIDANCE from the Appendix A discovery seed (2026-08-06): belairdirect direct; Intact and Jevco broker; validate legacy/affinity entities,unresolved,,"Ontario regulator public rate-approval dataset, 2026-08-06 (discovery seed; display names, not verified legal names)",,,,,,,,,Intact,Novex Insurance Company,True,False
reg_224,Royal & SunAlliance Insurance Company of Canada,Intact,Royal & SunAlliance Insurance Company of Canada,unknown,unknown,rs_0046,0,,,,,,UNVERIFIED GUIDANCE from the Appendix A discovery seed (2026-08-06): belairdirect direct; Intact and Jevco broker; validate legacy/affinity entities,unresolved,,"Ontario regulator public rate-approval dataset, 2026-08-06 (discovery seed; display names, not verified legal names)",,,,,,,,,Intact,Royal & SunAlliance Insurance Company of Canada,True,False
reg_225,Unifund Assurance Company,Intact,Unifund Assurance Company,unknown,unknown,rs_0047,0,,,,,,UNVERIFIED GUIDANCE from the Appendix A discovery seed (2026-08-06): belairdirect direct; Intact and Jevco broker; validate legacy/affinity entities,unresolved,,"Ontario regulator public rate-approval dataset, 2026-08-06 (discovery seed; display names, not verified legal names)",,,,,,,,,Intact,Unifund Assurance Company,True,False
reg_226,Western Assurance Company,Intact,Western Assurance Company,unknown,unknown,rs_0048,0,,,,,,UNVERIFIED GUIDANCE from the Appendix A discovery seed (2026-08-06): belairdirect direct; Intact and Jevco broker; validate legacy/affinity entities,unresolved,,"Ontario regulator public rate-approval dataset, 2026-08-06 (discovery seed; display names, not verified legal names)",,,,,,,,,Intact,Western Assurance Company,True,False
reg_227,Liberty Mutual Insurance Company,Liberty,Liberty Mutual Insurance Company,unknown,unknown,rs_0049,0,,,,,,UNVERIFIED GUIDANCE from the Appendix A discovery seed (2026-08-06): Specialty/commercial broker; validate PPA relevance,unresolved,,"Ontario regulator public rate-approval dataset, 2026-08-06 (discovery seed; display names, not verified legal names)",,,,,,,,,Liberty,Liberty Mutual Insurance Company,True,False
reg_228,Federated Insurance Company of Canada,Northbridge,Federated Insurance Company of Canada,unknown,unknown,rs_0050,0,,,,,,UNVERIFIED GUIDANCE from the Appendix A discovery seed (2026-08-06): Northbridge and Zenith broker; validate Federated/Verassure scope,unresolved,,"Ontario regulator public rate-approval dataset, 2026-08-06 (discovery seed; display names, not verified legal names)",,,,,,,,,Northbridge,Federated Insurance Company of Canada,True,False
reg_229,Verassure Insurance Company,Northbridge,Verassure Insurance Company,unknown,unknown,rs_0051,0,,,,,,UNVERIFIED GUIDANCE from the Appendix A discovery seed (2026-08-06): Northbridge and Zenith broker; validate Federated/Verassure scope,unresolved,,"Ontario regulator public rate-approval dataset, 2026-08-06 (discovery seed; display names, not verified legal names)",,,,,,,,,Northbridge,Verassure Insurance Company,True,False
reg_230,Zenith Insurance Company,Northbridge,Zenith Insurance Company,unknown,unknown,rs_0052,0,,,,,,UNVERIFIED GUIDANCE from the Appendix A discovery seed (2026-08-06): Northbridge and Zenith broker; validate Federated/Verassure scope,unresolved,,"Ontario regulator public rate-approval dataset, 2026-08-06 (discovery seed; display names, not verified legal names)",,,,,,,,,Northbridge,Zenith Insurance Company,True,False
reg_231,Optimum Insurance Company Inc.,Optimum,Optimum Insurance Company Inc.,unknown,unknown,rs_0053,0,,,,,,UNVERIFIED GUIDANCE from the Appendix A discovery seed (2026-08-06): Broker route,unresolved,,"Ontario regulator public rate-approval dataset, 2026-08-06 (discovery seed; display names, not verified legal names)",,,,,,,,,Optimum,Optimum Insurance Company Inc.,True,False
reg_232,PURE Insurance,PURE,PURE Insurance,unknown,unknown,rs_0054,0,,,,,,UNVERIFIED GUIDANCE from the Appendix A discovery seed (2026-08-06): High-net-worth broker,unresolved,,"Ontario regulator public rate-approval dataset, 2026-08-06 (discovery seed; display names, not verified legal names)",,,,,,,,,PURE,PURE Insurance,True,False
reg_233,Peel Mutual Insurance Company,Peel,Peel Mutual Insurance Company,unknown,unknown,rs_0055,0,,,,,,UNVERIFIED GUIDANCE from the Appendix A discovery seed (2026-08-06): Mutual/local agent or broker,unresolved,,"Ontario regulator public rate-approval dataset, 2026-08-06 (discovery seed; display names, not verified legal names)",,,,,,,,,Peel,Peel Mutual Insurance Company,True,False
reg_234,The Portage la Prairie Mutual Insurance Company,Portage,The Portage la Prairie Mutual Insurance Company,unknown,unknown,rs_0056,0,,,,,,UNVERIFIED GUIDANCE from the Appendix A discovery seed (2026-08-06): Broker route,unresolved,,"Ontario regulator public rate-approval dataset, 2026-08-06 (discovery seed; display names, not verified legal names)",,,,,,,,,Portage,The Portage la Prairie Mutual Insurance Company,True,False
reg_235,Coachman Insurance Company,SGI,Coachman Insurance Company,unknown,unknown,rs_0057,0,,,,,,UNVERIFIED GUIDANCE from the Appendix A discovery seed (2026-08-06): Broker route; Coachman non-standard,unresolved,,"Ontario regulator public rate-approval dataset, 2026-08-06 (discovery seed; display names, not verified legal names)",,,,,,,,,SGI,Coachman Insurance Company,True,False
reg_236,SGI CANADA Insurance Services Ltd.,SGI,SGI CANADA Insurance Services Ltd.,unknown,unknown,rs_0058,0,,,,,,UNVERIFIED GUIDANCE from the Appendix A discovery seed (2026-08-06): Broker route; Coachman non-standard,unresolved,,"Ontario regulator public rate-approval dataset, 2026-08-06 (discovery seed; display names, not verified legal names)",,,,,,,,,SGI,SGI CANADA Insurance Services Ltd.,True,False
reg_237,Endurance Specialty Insurance Ltd.,Sompo,Endurance Specialty Insurance Ltd.,unknown,unknown,rs_0059,0,,,,,,UNVERIFIED GUIDANCE from the Appendix A discovery seed (2026-08-06): Specialty/commercial broker; validate PPA relevance,unresolved,,"Ontario regulator public rate-approval dataset, 2026-08-06 (discovery seed; display names, not verified legal names)",,,,,,,,,Sompo,Endurance Specialty Insurance Ltd.,True,False
reg_238,Sompo Japan Insurance Inc.,Sompo,Sompo Japan Insurance Inc.,unknown,unknown,rs_0060,0,,,,,,UNVERIFIED GUIDANCE from the Appendix A discovery seed (2026-08-06): Specialty/commercial broker; validate PPA relevance,unresolved,,"Ontario regulator public rate-approval dataset, 2026-08-06 (discovery seed; display names, not verified legal names)",,,,,,,,,Sompo,Sompo Japan Insurance Inc.,True,False
reg_239,Primmum Insurance Company,TD,Primmum Insurance Company,unknown,unknown,rs_0061,0,,,,,,"UNVERIFIED GUIDANCE from the Appendix A discovery seed (2026-08-06): TD online, phone and affinity routes",unresolved,,"Ontario regulator public rate-approval dataset, 2026-08-06 (discovery seed; display names, not verified legal names)",,,,,,,,,TD,Primmum Insurance Company,True,False
reg_240,Security National Insurance Company,TD,Security National Insurance Company,unknown,unknown,rs_0062,0,,,,,,"UNVERIFIED GUIDANCE from the Appendix A discovery seed (2026-08-06): TD online, phone and affinity routes",unresolved,,"Ontario regulator public rate-approval dataset, 2026-08-06 (discovery seed; display names, not verified legal names)",,,,,,,,,TD,Security National Insurance Company,True,False
